2025-03-26T15:35:06.755960+00:00,32.12883516,34.86171762,-1.190
2025-03-26T16:01:19.046129+00:00,32.12883516,34.86171762,-1.190
2025-03-26T16:10:55.859183+00:00,32.12883516,34.86171762,-1.190
2025-03-26T16:12:06.620698+00:00,32.12883516,34.86171762,-1.190
2025-03-26T16:27:34.675083+00:00,32.12883516,34.86171762,-1.190
2025-03-26T17:05:22.286192+00:00,32.12884366,34.86167026,1.407
2025-03-26T17:10:27.002066+00:00,32.12925700,34.86267169,0.318
2025-03-26T17:13:28.854986+00:00,32.12925700,34.86267169,0.318
2025-03-26T17:21:28.749104+00:00,32.12925700,34.86267169,0.318
2025-03-26T17:22:42.478006+00:00,32.12924648,34.86268190,-0.654
2025-03-26T17:24:41.631495+00:00,32.12924648,34.86268190,-0.654
2025-03-26T17:25:57.938082+00:00,32.12924648,34.86268190,-0.654
2025-03-26T17:31:27.576948+00:00,32.12952852,34.86186621,0.741
2025-03-29T17:40:12.722710+00:00,32.12883516,34.86171762,-1.190
2025-03-29T17:44:36.594720+00:00,32.12883516,34.86171762,-1.190
2025-03-29T17:51:32.823004+00:00,32.12983388,34.86208442,-0.659
2025-03-29T17:52:30.625817+00:00,32.12983388,34.86208442,-0.659
2025-03-29T17:52:38.368718+00:00,32.12883516,34.86171762,-1.190
2025-03-29T17:56:16.797864+00:00,32.12922140,34.86264124,5.648
2025-03-29T18:08:06.493408+00:00,32.12922140,34.86264124,5.648
2025-03-29T18:11:33.690922+00:00,32.12922140,34.86264124,5.648
2025-03-29T18:16:01.309589+00:00,32.12922140,34.86264124,5.648
2025-03-29T18:17:12.976510+00:00,32.12883516,34.86171762,-1.190
2025-03-29T18:17:54.906211+00:00,32.12883516,34.86171762,-1.190
2025-03-29T18:19:49.591791+00:00,32.12883516,34.86171762,-1.190
2025-03-29T18:20:58.722766+00:00,32.12883516,34.86171762,-1.190
2025-03-29T18:21:17.838767+00:00,32.12922140,34.86264124,5.648
2025-03-29T18:21:34.518973+00:00,32.12883516,34.86171762,-1.190
2025-03-29T18:25:14.115164+00:00,32.12883516,34.86171762,-1.190
2025-03-29T18:27:54.162481+00:00,32.12883516,34.86171762,-1.190
2025-03-29T18:36:09.092737+00:00,32.12883516,34.86171762,-1.190
2025-03-29T18:36:34.375075+00:00,32.12922140,34.86264124,5.648
